b_id,year,b_empl_w,b_loans_w,b_assets_w,b_cash_w,b_equity_w,b_deposits_w,b_net_income_w,b_z_score_w
DEFEB14560,2017,223,641082,1075698,28571,91092,979202,1661,.874125
DEFEB57206,2017,11,,24320,511,4553,18224,1534,2.1095076
DEFEB13692,2017,190,441659,769416,53434,67699,688886,114,.73206437
DEFEB13156,2017,531,2178938,3210926,47413,356331,2787900,3935,1.1950462
DEFEB50951,2017,59,133369,196743,6973,19485,173746,345,2.1095076
DEFEB13449,2017,422,1365059,1886564,76548,183557,1670676,2194,1.1039292
DEFEB13418,2017,599,2458568,3104478,132560,356925,2716658,2324,.93444282
DEFEB43966,2017,232,596828,874819,26912,85095,761459,1022,.83936256
DEFEB51976,2017,419,6073727,10853110,511,46897,8378137,13669,1.6553847
DEFEB15033,2017,158,394001,814228,11534,71686,736926,1568,1.4038354
DEFEB50848,2017,103,214821,407836,9591,37334,364548,889,1.6107978
DEFEB14125,2017,491,2047626,2647395,88276,250304,2363185,3877,1.2519938
DEFEB47396,2017,33,131532,164025,3216,19256,137790,247,.26163033
DEFEB46114,2017,121,346564,531219,8895,49424,475921,1072,1.6077785
DEFEB45180,2017,267,675965,1234873,21427,102282,1111485,740,1.0187892
DEFEB41395,2017,900,3140565,4986580,87319,459810,4236269,9653,.62240791
DEFEB15113,2017,92,219050,400311,6687,31046,362488,591,.85434037
DEFEB13205,2017,433,6073727,8875511,11949,540706,8156531,193,.24852036
DEFEB43612,2017,131,412417,673465,12295,80358,585270,2289,1.0012707
DEFEB44493,2017,220,487453,869939,13639,106023,757720,650,.99590147
DEFEB44833,2017,336,593877,1798132,103415,194309,1584612,2900,1.3051484
DEFEB57360,2017,,38778,66838,,35878,18670,2678,1.3368438
DEFEB13772,2017,416,1358846,2121528,131340,241183,1853017,1420,.7776736
DEFEB13002,2017,375,1131227,1742473,34371,183504,1537118,5874,1.5961232
DEFEB97575,2017,11,2974,131299,103346,25780,103244,840,.99413824
DEFEB42931,2017,112,434219,536238,3998,59341,465061,2751,1.7494277
DEFEB12725,2017,11,38268,60698,18443,4933,54734,277,1.198125
DEFEB14601,2017,230,639714,1119516,22860,128699,973932,1547,.93978077
DEFEB48915,2017,238,655022,1158577,26544,126428,1022536,2503,2.1095076
DEFEB15452,2017,,10891,32796,511,4553,30885,28,.3076345
DEFEB50621,2017,41,2501,24320,7349,5340,18224,7,.24852036
DEFEB42601,2017,782,3326294,4389375,80861,459930,3859208,3559,1.3768671
DEFEB45073,2017,374,1093918,1955563,211256,135541,1764065,2203,.48400882
DEFEB14005,2017,250,1048139,1480269,15087,152787,1302143,2831,1.0984774
DEFEB48912,2017,52,115676,241830,6855,21963,217393,355,1.0776453
DEFEB45071,2017,246,479911,1170696,20668,130498,1024709,28173,1.8713541
DEFEB57324,2017,11,56521,74895,1660,6222,63509,87,.80931491
DEFEB15210,2017,71,292418,476715,3859,43756,423276,1964,1.5082457
DEFEB48908,2017,11,14972,24320,533,4553,21142,37,.46092135
DEFEB29464,2017,77,401510,569497,147797,37161,517645,3759,1.5154735
DEFEB13737,2017,376,2021212,2600902,34687,268607,2245789,4963,2.1095076
DEFEB13685,2017,198,643170,873425,24725,108119,754194,1689,1.1735361
DEFEB44077,2017,78,243820,435075,4767,38738,393031,608,1.5548767
DEFEB43345,2017,116,286909,487861,39811,43216,423805,596,1.1517226
DEFEB14047,2017,23,2501,481101,271433,33804,446510,7,.24852036
DEFEB28814,2017,392,367506,982163,90001,272372,38311,28173,1.8156583
DEFEB25429,2017,167,445824,878756,18343,89811,779376,1002,1.4830191
DEFEB25393,2017,34,62173,116162,3920,11192,103254,199,1.9260365
DEFEB13904,2017,349,1317470,1829309,32252,180420,1611846,1275,.85603398
DEFEB46187,2017,102,187529,705484,19209,62083,640156,1558,.73216516
DEFEB50948,2017,60,191082,266261,2357,25641,237375,443,2.1095076
DEFEB49060,2017,66,174554,327092,5911,24142,298740,539,1.7277737
DEFEB13266,2017,,256874,502468,76611,48487,422862,4195,1.2065399
DEFEB48869,2017,11,40005,66730,634,7284,59202,196,1.6627151
DEFEB43556,2017,169,335468,801233,31372,64348,713605,533,1.1687828
DEFEB50853,2017,42,37410,149640,6749,14871,133924,178,1.0583247
DEFEB14682,2017,101,150461,364077,10320,29685,329967,461,1.8784614
DEFEB25396,2017,51,85822,191686,1721,13949,176717,251,.77168459
DEFEB17386,2017,183,611532,961523,11515,100272,823261,669,.90051359
DEFEB13583,2017,423,1045905,1981625,56950,194796,1753639,2714,1.1368494
DEFEB43380,2017,55,116110,255343,8299,27846,221771,117,.42281452
DEFEB13703,2017,351,1227427,1696774,29013,127491,1540712,1456,.97284496
DEFEB14407,2017,236,541608,692699,17785,87354,592212,1654,1.8570906
DEFEB50862,2017,66,383988,499004,1780,55606,433930,1886,1.7908238
DEFEB18942,2017,61,256117,330672,10184,34630,293994,1261,1.159866
DEFEB13800,2017,479,2115680,2747257,93377,236200,2387200,9001,2.1095076
DEFEB47434,2017,16,74328,132142,3406,12197,117722,100,.94504809
DEFEB13863,2017,1166,3802948,5616086,206036,694749,4812267,5823,1.6586622
DEFEB14944,2017,248,987680,1262790,20472,112494,1125452,1479,1.149057
DEFEB43662,2017,563,2600103,4065603,227047,274536,3671046,6746,1.319536
DEFEB15394,2017,191,1422040,2781974,157969,204388,2543669,3053,1.4246163
DEFEB13840,2017,278,751495,1350525,16024,131385,1196215,2536,1.1108369
DEFEB16116,2017,1166,6018255,10853110,2154,923080,7583616,7,
DEFEB13240,2017,613,6073727,10853110,442907.5,923080,8378137,7,
DEFEB15504,2017,79,173992,344021,18955,25431,313955,369,1.2804303
DEFEB15289,2017,295,1147357,1723598,9645,185298,1518707,7028,1.1631323
DEFEB28974,2017,293,663447,1108016,19196,117162,962923,1963,1.6910462
DEFEB40781,2017,692,2357311,3339515,97451,302992,2978859,4403,1.1645255
DEFEB15366,2017,671,3004282,4334384,62236,408684,3748496,7997,1.2417972
DEFEB43011,2017,652,1740521,3663361,77590,241862,3365592,1112,.58224255
DEFEB15355,2017,270,588914,1693716,36866,173484,1500234,3849,1.902945
DEFEB44240,2017,134,451680,582638,38133,70041,500582,942,.90369785
DEFEB25538,2017,48,155910,208874,6144,19696,187371,532,.91524214
DEFEB48568,2017,66,131144,241334,4765,26064,214690,1105,1.2478536
DEFEB15099,2017,41,108089,197029,3638,30928,165535,426,1.366719
DEFEB50804,2017,24,90236,145398,1726,11759,130329,395,2.1095076
DEFEB13297,2017,254,671436,1114869,31014,112604,983703,2145,1.1026155
DEFEB47447,2017,199,524309,784667,5443,96991,646030,3052,1.6923263
DEFEB44337,2017,260,549895,1221232,21464,144086,1066194,3017,1.7471856
DEFEB13921,2017,546,1734095,2376799,215724,167597,2148184,4693,1.3648763
DEFEB50836,2017,59,78155,210590,4445,26806,182721,576,1.4639384
DEFEB25468,2017,52,121178,244806,1791,21946,220417,871,1.5135255
DEFEB46424,2017,26,69524,97717,874,7371,89314,127,.76418334
DEFEB26350,2017,50,137857,231044,2007,23594,204201,604,2.1095076
DEFEB50946,2017,30,49489,184118,1234,36877,144323,962,1.3322051
DEFEB97918,2018,,,4649570,211247,995784,,26851,1.2031156
DEFEB13348,2018,403,1183965,1795213,58863,157173,1589682,1307,.91872025
DEFEB14168,2018,378,1327567,2259965,35660,214811,2012358,4308,.76466054
DEFEB97411,2018,132,2289,25161,4814,7100,21336,1578,1.050182
DEFEB13743,2018,686,2490254,4256589,42092,422554,3771748,9220,1.2167268
DEFEB27782,2018,697,6479662,11461521,510,995784,8736199,26851,1.3663601
DEFEB15286,2018,72,270691,355411,2512,44629,307290,410,.96450692
DEFEB25568,2018,75,209858,298170,3992,30361,264402,859,.84824985
DEFEB25516,2018,57,135191,252563,2458,29419,219243,451,.97416949
DEFEB45812,2018,124,295636,845938,21831,98931,743485,725,1.1543337
DEFEB13701,2018,447,1798720,2401613,139267,235615,2117373,2063,.9489361
DEFEB14203,2018,193,741935,1012453,11832,113465,890069,4156,1.5685581
DEFEB14957,2018,39,341756,423183,39837,36938,375003,536,.99220133
DEFEB43425,2018,539,2850944,4198101,161020,511213,3610109,4967,1.7641873
DEFEB15485,2018,27,94688,146455,576,22361,123083,483,2.0173512
DEFEB47389,2018,360,1378704,2277872,42957,213515,2047287,1982,.7028051
DEFEB44831,2018,230,465177,1036094,41991,99063,902517,951,1.608862
DEFEB46344,2018,23,100628,159916,994,12442,125755,440,.57517225
DEFEB14153,2018,825,2182138,3754991,61957,372995,3331322,9482,2.0173512
DEFEB13712,2018,311,1133292,1943623,149302,169489,1708832,2534,1.3019152
DEFEB44834,2018,419,1091753,2256720,95537,174315,2030908,3089,1.2081474
DEFEB57115,2018,60,,97240,5058,91220,,3957,1.1813755
DEFEB13506,2018,619,2303800,3268501,120046,290811,2927011,5234,1.2486162
DEFEB13697,2018,1153,4070319,6356215,487134,583297,5697465,7711,1.0533664
DEFEB50958,2018,,249176,476331,9908,55215,413687,716,1.812719
DEFEB45063,2018,111,364125,601241,13985,54854,535317,448,1.5980589
DEFEB15500,2018,95,282512,402418,8321,35702,361982,621,1.1347476
DEFEB13252,2018,258,2298223,4459549,59786,641738,2236030,26851,.77021509
DEFEB13207,2018,473,1375328,8770285,503680,430959,8249546,1179,.22508202
DEFEB13937,2018,143,602632,788731,53646,72414,696307,530,.68762159
DEFEB43130,2018,245,1075382,1582883,24439,129115,1428956,3223,1.8818231
DEFEB14047,2018,26,2289,560946,323954,34152,525912,348,.22508202
DEFEB14552,2018,200,789187,1561123,65752,141908,1413037,2047,.85171783
DEFEB13709,2018,517,2259112,3114320,72759,382767,2665312,5230,1.157455
DEFEB14872,2018,176,551697,811150,27407,67204,716962,1440,1.4679539
DEFEB44119,2018,122,615374,1525972,56328,119446,1394966,1387,.69078809
DEFEB25403,2018,54,152240,245651,7292,23745,216416,327,1.5862131
DEFEB13494,2018,530,2377253,3691607,125908,452738,3196840,7141,1.744764
DEFEB46811,2018,116,1021326,1101339,65805,184141,790604,5012,.78971416
DEFEB15394,2018,181,1521167,2776046,185427,228376,2504311,3081,1.4603847
DEFEB47381,2018,46,251470,302568,4349,35923,264971,1900,1.7339799
DEFEB14013,2018,384,1411584,2359139,26252,214298,2025462,4779,1.3274395
DEFEB41437,2018,82,944692,1202800,,68546,1127194,1225,1.3591337
DEFEB25569,2018,26,85691,151838,1650,18580,132036,173,.97685397
DEFEB13936,2018,44,130464,217034,11205,23171,186332,300,1.4737313
DEFEB46844,2018,345,881844,2144017,62944,157544,1949897,4078,1.4214618
DEFEB44294,2018,30,2289,87714,,66896,21336,1581,1.4086502
DEFEB14772,2018,177,1502727,1787546,15653,227896,1534134,1141,.51854575
DEFEB17498,2018,75,176849,384606,17572,29214,346100,314,1.1234093
DEFEB50852,2018,49,28760,136677,2759,10517,124525,375,1.8305057
DEFEB45439,2018,1005,5097450,7514919,443597,918713,5298206,912,.22508202
DEFEB15504,2018,95,201136,384284,21928,29045,350740,427,1.325188
DEFEB46882,2018,54,,94975,510,52459,21336,1320,1.0627857
DEFEB15142,2018,92,181368,401735,9124,30423,364550,175,.40105525
DEFEB14814,2018,57,187373,429917,4470,43926,381416,950,1.3938792
DEFEB13796,2018,491,1246443,2504739,117444,187230,2276465,3167,1.3804469
DEFEB46306,2018,57,250558,362706,2743,32269,327213,776,1.1062143
DEFEB19899,2018,1074,6249506,11461521,281531,698384,8736199,10791,1.1481268
DEFEB50833,2018,28,62284,122747,1693,14721,105917,231,2.0173512
DEFEB45375,2018,908,3123729,5011715,270406,540618,4402721,10375,1.7868427
DEFEB49145,2018,176,539306,869342,29466,72124,790870,2183,1.4580019
DEFEB13449,2018,404,1425554,1938612,42282,194455,1704818,2398,1.1431675
DEFEB13949,2018,113,497334,708318,10066,129733,563503,932,1.4327215
DEFEB43016,2018,36,332301,573407,2810,74224,466438,979,.41625661
DEFEB14838,2018,55,119336,261420,7498,22325,237377,341,.55210972
DEFEB57320,2018,11,2289,25161,,4932,,9,1.7028829
DEFEB25562,2018,11,20985,33180,510,4932,28128,130,2.0173512
DEFEB13699,2018,89,200636,332350,7266,55087,269049,866,2.0173512
DEFEB23805,2018,17,81274,208907,510,16374,192319,608,1.9175636
DEFEB13061,2018,68,10292,172919,1968,12547,153016,2038,1.469595
DEFEB16751,2018,13,35479,75088,727,6863,67085,136,1.1580353
DEFEB15355,2018,254,606155,1589479,42194,175359,1391562,3244,1.844707
DEFEB50936,2018,13,41029,66845,1281,8988,57404,375,1.1726217
DEFEB13179,2018,68,75843,86051,1939,15424,64560,2331,2.0173512
DEFEB57298,2018,,2289,25161,,4932,,37,1.2854582
DEFEB45978,2018,28,143277,161479,7807,18856,141116,767,1.3424289
DEFEB43222,2018,29,81478,169519,1846,17413,151537,293,1.1891338
DEFEB42702,2018,165,383604,750290,336113,386652,212764,26851,.97372085
DEFEB49059,2018,22,78898,140170,668,12959,126659,202,.77445745
DEFEB15251,2018,88,239189,374504,6642,34653,337309,562,1.4350902
DEFEB50855,2018,53,107181,183632,4311,21600,160072,314,1.9722943
DEFEB15041,2018,207,692546,1211185,18746,104495,1100605,2166,.88991821
DEFEB14329,2018,388,1107508,1890533,29944,200885,1669151,3769,1.3359598
DEFEB14705,2018,46,335376,373660,19597,27640,316823,8,.22508202
DEFEB49217,2018,264,1092731,1535729,16131,141492,1384298,4363,1.2051426
DEFEB45073,2018,333,1144170,2068397,209592,140543,1875764,2252,.48108867
DEFEB50871,2018,34,173549,185178,4440,16012,163431,441,1.3610955
DEFEB45952,2018,53,108006,225511,1419,24626,199657,911,1.4503778
DEFEB40258,2018,,2289,545154,510,503759,41001,391,.22508202
DEFEB13243,2018,98,323066,578389,50663,29556,485389,8,
DEFEB14092,2018,92,270529,523606,60255,52761,460261,253,.7526195
DEFEB57122,2018,12,2289,25161,,4932,,157,1.26214
DEFEB13905,2018,931,3928244,5074248,148230,505639,4443812,7519,1.0602765
DEFEB59370,2018,11,2289,25161,,8647,21336,8,.22508202
DEFEB46380,2018,53,684696,2187601,104562,227728,964468,8,
DEFEB48719,2018,202,719707,1155820,14351,111719,1029207,871,.74510115
DEFEB13985,2018,636,2241901,2969590,106407,271901,2629528,3094,1.256693
DEFEB44337,2018,257,563666,1282247,33741,150347,1121726,3053,1.7228103
DEFEB50658,2018,404,157573,271417,,115422,57920,26851,.6137169
DEFEB50865,2018,72,122590,287045,1774,29944,251422,377,1.7258296
DEFEB14362,2018,35,39729,155150,2363,14504,139708,194,1.817889
DEFEB50809,2018,24,63777,132824,6372,12169,119645,265,2.0173512
DEFEB14183,2018,221,1207492,1708053,33937,178972,1517778,6107,1.3551718
DEFEB14663,2018,37,122486,178304,4340,16711,158847,323,1.0291069
DEFEB19188,2018,21,73225,99171,1508,7763,91117,197,.39509195
DEFEB48629,2018,114,377274,667116,16853,68183,577774,2694,1.248984
DEFEB59028,2018,,6479662,11461521,,995784,8736199,8,
DEFEB40867,2018,1153,5975574,7759672,108140,805630,6463927,14671,1.7350934
DEFEB13101,2018,1153,6479662,11461521,63585,995784,8736199,26851,.27979735
DEFEB13387,2018,310,862608,1363136,149639,133250,1207205,2412,1.5451964
DEFEB23452,2018,91,289642,590168,8010,74449,495185,1577,.90567786
DEFEB17443,2018,148,423501,642897,9936,61707,575930,1602,1.8336879
DEFEB25395,2018,32,103184,142981,1168,12012,130378,209,1.0443994
DEFEB15027,2018,468,2600892,4461577,65299,361311,4058419,6164,.89072007
DEFEB14348,2018,326,600330,1805240,190278,178306,1604785,1061,1.4839129
DEFEB43126,2018,1153,2310727,11461521,503680,995784,8736199,26851,.22508202
DEFEB48974,2018,,77372,101467,737,7225,93191,272,1.6105798
DEFEB13879,2018,169,605188,802478,24071,79404,707001,173,.74364197
DEFEB19928,2018,,4055,25161,510,4932,21336,8,.22508202
DEFEB13472,2018,341,1228806,1721032,53622,188876,1510579,2443,.62620646
DEFEB46603,2018,172,2392770,3699119,31556,231594,3335612,16936,1.0704126
DEFEB45347,2018,43,139353,202360,3880,30743,167699,365,.41783014
DEFEB50184,2018,59,91326,728450,301216,78034,636956,1423,.22508202
DEFEB14881,2018,266,812875,1543664,30563,114640,1404204,4490,1.7358661
DEFEB47382,2018,97,295325,376973,4843,32983,340236,1176,1.4681622
DEFEB14859,2018,53,150223,261195,3397,33104,224402,219,.98412687
DEFEB12125,2018,891,30146,204200,,84776,54921,8,.22508202
DEFEB44329,2018,43,2289,98073,510,51674,21336,992,1.306641
DEFEB14781,2018,465,2338349,3035784,78459,311639,2677869,11282,1.4031476
DEFEB14026,2018,601,3441744,4509181,32567,601139,3830351,13250,1.3258663
DEFEB13429,2018,538,2474263,3151598,228972,349275,2418419,6199,1.3688051
DEFEB44069,2018,652,2164542,4168455,88701,327088,3780514,12336,1.7505648
DEFEB49303,2018,116,251088,672816,11601,57395,603030,543,.56784201
DEFEB14801,2018,69,151435,1524512,4068,79585,1430165,186,.50892425
DEFEB59369,2018,113,2289,25161,,15347,21336,9345,1.2489182
DEFEB13688,2018,1153,6059812,8336380,188349,751374,6780418,11486,1.5669878
DEFEB13663,2018,137,567420,833192,12731,54973,732516,234,.49006182
DEFEB13979,2018,57,133808,262768,21580,18351,203201,605,1.3252307
DEFEB14874,2018,88,271627,463897,10677,46864,413501,515,.86855239
DEFEB51911,2018,92,99012,109052,5529,65447,41748,5008,.98803192
DEFEB25394,2018,24,86485,113710,919,13353,99556,291,.91765904
DEFEB40560,2018,43,119593,198396,4292,18444,174156,473,1.0581844
DEFEB13418,2018,589,2539835,3314318,129296,374787,2909630,2346,.89671153
DEFEB48915,2018,232,684984,1207508,25336,138698,1058697,2655,2.0173512
DEFEB43109,2018,309,883605,1478062,68118,109754,1288405,2400,.49758646
DEFEB16020,2018,22,75626,130689,2459,14857,115441,330,2.0173512
DEFEB48197,2018,11,2289,37704,,11339,23982,23309,1.4434487
DEFEB47443,2018,134,420274,739604,38551,80012,653611,2019,1.0846627
DEFEB16748,2018,54,230508,300911,7076,32399,267247,1267,1.4445432
DEFEB13679,2018,457,1722163,2550063,246406,322901,2207469,7000,1.0774865
DEFEB57211,2018,11,2289,25161,,4932,21336,182,.79021537
DEFEB43127,2018,83,220080,408709,4155,44192,354693,611,1.3154041
DEFEB13845,2018,94,179433,524657,7235,51377,452645,237,.77415997
DEFEB25603,2018,16,55473,98354,510,11987,85683,412,1.6163324
DEFEB45935,2018,34,90005,163837,2248,16802,144686,408,1.5158156
DEFEB14683,2018,245,765241,1388215,24144,126051,1253624,2301,1.1019433
DEFEB46543,2018,22,61006,93298,4407,7934,85063,254,1.5214804
DEFEB14990,2018,129,329950,645624,11986,57542,581898,360,.75382376
DEFEB49377,2018,102,343342,487280,6744,58337,420518,891,.57457989
DEFEB43015,2018,517,1749243,2688493,53593,280873,2324357,4568,2.0173512
DEFEB15368,2018,26,111733,499044,14707,60877,437275,410,.42921156
DEFEB46121,2018,75,119180,443530,10349,58648,381409,543,1.5998009
DEFEB46802,2018,1153,6479662,11461521,503680,995784,8736199,26851,.34533352
DEFEB14408,2018,451,1595695,2324917,33367,234315,2069398,4703,.67471117
DEFEB50963,2018,25,90435,137658,1587,8762,128579,264,1.6329691
DEFEB97746,2018,,2289,25161,510,4932,21336,8,
DEFEB27406,2018,,38826,3451425,,20026,3241022,26851,.87583762
DEFEB42573,2018,1153,6479662,11461521,503680,995784,8736199,26851,.99592519
DEFEB14277,2018,99,217444,340887,18198,33023,305705,1491,1.5823975
DEFEB42278,2018,21,71234,100056,4301,12391,86528,289,1.8755084
DEFEB43077,2018,152,569664,864361,26409,101956,741580,1219,1.5346029
DEFEB19239,2018,21,31551,49677,4090,5294,44093,170,1.8920517
DEFEB29246,2018,67,195015,411287,4577,39727,369964,380,1.1253229
DEFEB12725,2018,11,37975,64902,25173,5767,58159,675,1.775993
DEFEB46952,2018,11,24037,38976,579,4932,36016,55,1.0159372
DEFEB14462,2018,84,2289,149542,76808,33158,106665,7981,.6807881
DEFEB13797,2018,225,616296,887924,18748,84044,787687,111,.70972395
DEFEB50859,2018,64,226089,356893,1894,31402,315414,1426,1.1567526
DEFEB43210,2018,862,3735865,4549724,150544,470500,4032129,7000,1.3590949
DEFEB13998,2018,793,2371748,4334727,174747,430973,3802791,5030,1.2432301
DEFEB13773,2018,1153,5168988,7471464,175983,519647,6845074,8020,1.4756354
DEFEB13222,2018,1153,6479662,11461521,503680,995784,8736199,26851,.84777123
DEFEB43877,2018,250,823255,1336608,19131,243269,1077197,2620,.89166969
DEFEB13454,2018,329,1194511,1871376,58280,173345,1676871,2689,.90540534
DEFEB15054,2018,128,486599,692021,17689,83052,590525,1046,1.8425486
DEFEB45067,2018,156,338700,788700,,64275,717200,747,.9529655
DEFEB14273,2018,339,1551286,2111885,30915,163969,1936219,9047,1.7463151
DEFEB44120,2018,427,2038534,3819051,69486,249391,3543853,4136,1.1889693
DEFEB46019,2018,57,230609,297074,5844,31367,262904,637,.93385887
DEFEB43617,2018,465,1635940,2533603,45243,215712,2288080,6035,2.0173512
DEFEB14671,2018,160,609564,1054154,40575,81469,967306,1018,.6554938
DEFEB50957,2018,11,26037,47928,1298,6822,40149,90,.75842369
DEFEB13046,2018,482,5094707,8835849,503680,619445,7839319,20678,.75464106
DEFEB15187,2018,24,64387,124885,540,11513,112638,278,.89910924
DEFEB45849,2018,13,46139,81043,510,7989,72269,102,.88487154
DEFEB43178,2018,93,245497,425232,14017,48622,369020,652,1.2121348
DEFEB17452,2018,600,1819746,3332746,75095,333123,2966553,6471,1.8937004
DEFEB14151,2018,360,2573760,4197051,302026,284520,3878620,6118,2.0173512
DEFEB17511,2018,31,165813,224665,5857,22285,200776,1389,1.6709118
DEFEB14902,2018,84,258318,425623,4464,46318,377570,1124,1.2504755
DEFEB15165,2018,108,107154,1470520,503680,97861,1294090,8,.22508202
DEFEB43928,2018,169,629137,1067098,6649,97358,960471,874,.67747158
DEFEB14132,2018,790,2343395,4274250,109721,412429,3693184,3700,.96164429
DEFEB46966,2018,21,62127,132443,2180,12089,119611,294,1.2197632
DEFEB45065,2018,509,949210,3687765,88834,379094,3263716,4057,1.2412747
DEFEB12782,2018,,2289,87300,,71351,21336,1962,1.5059631
DEFEB50822,2018,46,66292,120666,1532,11895,107710,291,1.5371593
DEFEB57323,2018,,,25161,510,4932,21336,8,
DEFEB49030,2018,144,528830,728586,10473,68278,656486,987,1.7749884
DEFEB26772,2018,120,1867708,1927026,,114422,1800405,13246,1.0762258
DEFEB48946,2018,97,293558,436511,7654,42849,386318,1353,1.6660293
DEFEB13481,2018,796,2415484,4230747,180685,384928,3752277,7467,1.2046918
DEFEB14580,2018,531,1823845,3015026,54029,272565,2689989,6516,1.5629008
DEFEB13655,2018,1098,4682564,6733595,307480,995784,5595353,16863,2.0173512
DEFEB13554,2018,191,1151584,1352787,97856,99536,1220131,3654,.67696792
DEFEB57204,2018,11,2289,25161,,4932,21336,8,.73821378
DEFEB14753,2018,176,599715,987330,21645,96424,883350,2728,1.5201088
DEFEB13462,2018,1037,3369166,5132599,161242,521772,4435092,3866,1.0727547
DEFEB43345,2018,108,303192,489120,47270,47997,420323,652,1.1811551
DEFEB14181,2018,118,200230,469832,3590,43642,423084,980,1.0184988
DEFEB13693,2018,708,2836561,3918831,385247,342041,3535147,4362,1.0805007
DEFEB13303,2018,75,6479662,11461521,233843,696394,8736199,26851,1.76684
DEFEB14831,2018,217,507658,1450143,23839,126803,1290675,2044,.93930703
DEFEB15108,2018,82,537716,652744,2333,95314,554415,2151,.81423265
DEFEB14791,2018,37,81693,194060,2684,15139,176520,556,1.3907762
DEFEB50815,2018,29,45210,103548,2069,8989,94208,130,2.0173512
DEFEB43208,2018,104,205142,409063,13901,44309,361311,839,1.02113
DEFEB13762,2018,610,1909007,3158916,247622,276540,2815182,4590,1.3127999
DEFEB43315,2018,377,1973367,3218106,248894,179713,2961084,8,.22508202
DEFEB17479,2018,37,192867,274834,3209,41421,228931,419,.83332878
DEFEB26771,2018,62,2289,25161,3978,5802,21336,8,
DEFEB15073,2018,34,151182,225373,759,26093,194335,785,1.1098195
DEFEB16749,2018,89,4015,66003,,19665,21336,26851,1.245692
DEFEB48399,2018,528,1326765,3093682,145285,278432,2726102,3379,.91899914
DEFEB13722,2018,845,3831549,5425550,78643,775480,4588497,15111,1.7538224
DEFEB15237,2018,11,26039,44891,609,4932,40898,135,1.712693
DEFEB13338,2018,332,1230929,2182189,164350,194831,1920805,2419,.83601427
DEFEB14431,2018,130,1173506,2066200,880,169116,1883730,3505,1.777895
DEFEB57015,2018,78,2289,25161,,7604,21336,58,.22508202
DEFEB15469,2018,1153,6479662,11461521,503680,995784,8736199,26851,.40155157
DEFEB15210,2018,68,305101,493226,4339,47753,436525,2060,1.5308586
DEFEB50950,2018,17,53410,78936,2962,7134,70020,145,2.0173512
DEFEB13994,2018,312,1004861,1781471,34873,178369,1577162,5790,1.2448879
DEFEB57205,2018,11,16419,25161,3524,19605,21336,3370,.57995051
DEFEB48897,2018,11,22017,56646,510,7903,48546,222,1.4823515
DEFEB14171,2018,65,237010,362871,4955,34952,325333,549,.66275144
DEFEB14213,2018,63,141882,294701,2469,32680,260206,617,1.1003759
DEFEB50825,2018,94,348966,453100,10358,39215,410523,1100,1.4301422
DEFEB14270,2018,35,76346,147240,2721,16889,127893,462,1.8330144
DEFEB27313,2018,62,113007,1874746,503680,37848,1810547,3835,.22508202
DEFEB50032,2018,89,58057,283671,120245,79317,192362,3321,.69692874
DEFEB45948,2018,204,802003,1390823,21747,137336,1223459,3618,1.1646464
DEFEB42743,2018,154,368319,753032,10394,71991,673869,817,1.0809822
DEFEB45666,2018,81,386024,540711,6949,45106,482134,688,.64214897
DEFEB42711,2018,108,376519,534391,16436,61253,467868,1930,1.5247025
DEFEB13111,2018,622,6479662,11461521,783,603066,8736199,8,.22508202
DEFEB14657,2018,23,52294,103379,1855,10739,91644,284,.91071939
DEFEB13723,2018,627,3026366,3707214,162413,362089,3280124,2511,.57311761
DEFEB14201,2018,37,88858,137458,6045,15219,119438,266,1.0229242
DEFEB15196,2018,36,98511,208575,3354,24225,179834,625,1.0273529
DEFEB15298,2018,193,693396,1267457,6089,115669,1119222,2989,1.2230529
DEFEB42713,2018,357,961720,1590917,35599,151559,1410703,3054,.99202323
DEFEB13840,2018,249,792655,1385342,21991,136518,1225303,2333,1.0660996
DEFEB13382,2018,469,1544941,2704570,313628,244941,2423000,5306,1.3556468
DEFEB48624,2018,179,646272,1077220,17635,127721,937876,2439,.90100199
DEFEB17501,2018,79,162550,410350,6162,36752,369550,810,1.5780839
DEFEB14159,2018,627,1984674,3254126,55548,297024,2934380,5908,2.0173512
DEFEB46091,2018,318,1180365,1651712,26728,145145,1476433,5830,1.1775471
DEFEB50945,2018,18,52085,90919,1684,12017,77342,121,.79731804
DEFEB57151,2018,11,2289,25161,510,4932,21336,65,1.0961722
DEFEB25606,2018,18,92374,121065,654,12112,107636,256,1.0202484
DEFEB44338,2018,124,363070,635013,11713,49618,580098,1135,.72355652
DEFEB25664,2018,43,122239,234938,3179,22186,211601,387,1.1681888
DEFEB43703,2018,214,445594,1066666,21561,86969,971920,397,1.7857316
DEFEB16754,2018,29,87482,143869,1404,15721,125270,541,1.470448
DEFEB50966,2018,94,169927,643568,5051,51868,583288,515,2.0173512
DEFEB43744,2018,299,1351545,1734194,16262,165811,1535790,3274,1.4197233
DEFEB43871,2018,107,332239,645587,12665,58144,579835,1071,.74336427
DEFEB13719,2018,391,1313447,2080253,52593,199849,1842410,623,1.0822099
DEFEB14687,2018,484,2530898,3593403,22297,412698,3119456,21535,1.0160331
DEFEB14087,2018,191,478325,1461080,503680,103085,1330061,8,.22508202
DEFEB15121,2018,19,80084,118715,879,14284,102869,303,1.5927473
