b_id,year,b_empl_w,b_loans_w,b_assets_w,b_cash_w,b_equity_w,b_deposits_w,b_net_income_w,b_z_score_w
DEFEB13440,1998,,743519.31,1222832.1,18704.889,47931.277,1029937.9,1169.0555,.91063082
DEFEB43925,1998,,169513.05,201077.55,7014.3335,22212.055,164836.83,0,.3260926
DEFEB43347,1998,,265375.59,411507.56,8183.3887,29226.389,374097.78,2338.1111,1.378461
DEFEB13264,1998,,2043509.1,3617057.8,59621.832,128596.11,2931991.3,9352.4443,1.7555504
DEFEB49141,1998,,28057.334,51438.445,0,3507.1667,45593.168,0,1.7593915
DEFEB13987,1998,,727152.56,1343244.9,21043,57283.723,1188929.5,3507.1667,1.4095616
DEFEB44016,1998,,2470214.3,6179627.5,36240.723,256023.17,4751041.5,16366.777,1.4204239
DEFEB47959,1998,,95862.555,134441.39,1169.0555,7014.3335,118074.61,1169.0555,.86555982
DEFEB45927,1998,,115736.5,1402866.6,25719.223,71312.391,1314018.4,0,
DEFEB13501,1998,,591542.13,930568.19,16366.777,40916.945,848734.31,3507.1667,1.6789323
DEFEB44294,1998,,26888.277,170682.11,0,15197.722,64298.055,0,.32880273
DEFEB48158,1998,,37409.777,94693.5,0,5845.2778,88848.219,0,1.181645
DEFEB46380,1998,,3023177.8,6179627.5,0,91186.336,4751041.5,1169.0555,.3260926
DEFEB43605,1998,,348378.56,835874.69,15197.722,26888.277,779760.06,2338.1111,1.3531865
DEFEB14986,1998,,37409.777,67805.219,1169.0555,3507.1667,63129,0,.70141047
DEFEB47353,1998,,26888.277,77157.664,1169.0555,3507.1667,72481.445,0,1.2560687
DEFEB48979,1998,,149639.11,211599.05,3507.1667,12859.611,183541.72,1169.0555,2.2734756
DEFEB43876,1998,,181203.61,268882.78,5845.2778,12859.611,230303.94,1169.0555,1.8120179
DEFEB15327,1998,,125088.95,158991.55,1169.0555,7014.3335,141455.72,0,1.5751407
DEFEB14225,1998,,271220.88,418521.88,8183.3887,18704.889,376435.88,1169.0555,1.006905
DEFEB15418,1998,,649994.88,1181915.1,31564.5,44424.109,993697.19,2338.1111,1.7501314
DEFEB49360,1998,,236149.22,339026.09,8183.3887,21043,309799.72,1169.0555,.54831755
DEFEB46108,1998,,64298.055,91186.336,1169.0555,3507.1667,85341.055,0,1.1463509
DEFEB15359,1998,,36240.723,51438.445,1169.0555,3507.1667,46762.223,0,1.8823835
DEFEB14954,1998,,156653.44,264206.56,7014.3335,11690.556,249008.83,0,.92148221
DEFEB14204,1998,,171851.17,254854.11,3507.1667,14028.667,220951.5,0,.8077454
DEFEB43292,1998,,252516,361238.16,8183.3887,17535.834,334349.88,1169.0555,1.819896
DEFEB13139,1998,,1315187.5,1882179.4,35071.668,88848.219,1620311,1169.0555,.821845
DEFEB46461,1998,,77157.664,121581.77,2338.1111,4676.2222,113398.39,0,1.3971446
DEFEB15367,1998,,3235945.8,6179627.5,21043,256023.17,4751041.5,16366.777,.91193235
DEFEB13790,1998,,869777.31,1393514.3,24550.166,81833.891,1225170.3,4676.2222,2.0086217
DEFEB13111,1998,,3235945.8,6179627.5,0,256023.17,4751041.5,16366.777,1.8073071
DEFEB13565,1998,,26888.277,415014.72,0,90017.273,286418.59,0,1.091012
DEFEB46711,1998,,236149.22,320321.22,5845.2778,16366.777,292263.88,1169.0555,1.8417231
DEFEB49058,1998,,26888.277,51438.445,1169.0555,3507.1667,45593.168,0,2.2734756
DEFEB43125,1998,,191725.11,440733.94,9352.4443,14028.667,388126.44,1169.0555,1.4896581
DEFEB13589,1998,,2101961.8,3211395.5,59621.832,123919.89,2687658.8,0,.3260926
DEFEB13109,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.3472977
DEFEB13860,1998,,680390.31,970316.13,10521.5,39747.887,835874.69,1169.0555,1.4196154
DEFEB43387,1998,,1114109.9,1854122.1,18704.889,73650.5,1568872.5,5845.2778,1.2250243
DEFEB15205,1998,,130934.22,218613.39,5845.2778,8183.3887,201077.55,1169.0555,.93308657
DEFEB44009,1998,,160160.61,249008.83,3507.1667,12859.611,231473,1169.0555,1.2882093
DEFEB13930,1998,,937582.56,1598098.9,31564.5,88848.219,1317525.6,7014.3335,1.5622747
DEFEB43116,1998,,184710.78,384619.28,7014.3335,16366.777,305123.5,1169.0555,1.5262192
DEFEB13685,1998,,605570.75,791450.63,12859.611,38578.832,672206.94,,
DEFEB47372,1998,,31564.5,64298.055,1169.0555,3507.1667,60790.887,0,1.0616032
DEFEB13908,1998,,202246.61,314475.94,4676.2222,14028.667,281742.38,1169.0555,1.2799025
DEFEB15309,1998,,148470.05,230303.94,4676.2222,12859.611,203415.67,0,.3260926
DEFEB15379,1998,,3235945.8,6179627.5,22212.055,256023.17,4751041.5,16366.777,.3260926
DEFEB42703,1998,,187048.89,321490.28,7014.3335,11690.556,291094.84,1169.0555,1.9379644
DEFEB44125,1998,,162498.72,236149.22,4676.2222,11690.556,218613.39,0,1.1148149
DEFEB15032,1998,,222120.55,309799.72,5845.2778,14028.667,256023.17,1169.0555,1.5541655
DEFEB14333,1998,,1047473.8,1336230.5,28057.334,70143.336,1059164.4,4676.2222,1.6685532
DEFEB15006,1998,,281742.38,383450.22,4676.2222,18704.889,306292.56,1169.0555,.96891928
DEFEB45992,1998,,136779.5,183541.72,2338.1111,8183.3887,167174.94,0,1.036029
DEFEB46016,1998,,39747.887,54945.609,1169.0555,3507.1667,46762.223,0,1.700178
DEFEB44109,1998,,175358.33,215106.22,3507.1667,12859.611,198739.44,1169.0555,1.9536016
DEFEB14536,1998,,268882.78,403324.16,5845.2778,19873.943,307461.59,1169.0555,1.8368421
DEFEB14150,1998,,328504.59,515553.5,7014.3335,19873.943,436057.72,1169.0555,.63737905
DEFEB43127,1998,,98200.664,188217.94,3507.1667,11690.556,167174.94,1169.0555,1.8091711
DEFEB13073,1998,,206922.83,507370.09,14028.667,45593.168,433719.59,0,.3260926
DEFEB13697,1998,,1460150.4,2484243,51438.445,141455.72,2315899,9352.4443,1.4620575
DEFEB15349,1998,,938751.63,3016163.3,56114.668,70143.336,2822100,3507.1667,.81528658
DEFEB48624,1998,,329673.66,521398.78,11690.556,29226.389,418521.88,3507.1667,1.2996324
DEFEB14970,1998,,65467.109,100538.77,1169.0555,5845.2778,93524.445,0,1.6348965
DEFEB13680,1998,,790281.56,1359611.6,16366.777,61959.945,1156195.9,4676.2222,1.3193302
DEFEB43929,1998,,132103.28,253685.05,4676.2222,11690.556,232642.05,1169.0555,1.8469933
DEFEB15497,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,.91386521
DEFEB13505,1998,,1294144.5,1803852.8,45593.168,72481.445,1622649.1,4676.2222,1.7665335
DEFEB44991,1998,,439564.88,728321.63,11690.556,47931.277,634797.19,12859.611,.79106021
DEFEB44115,1998,,246670.72,550625.19,5845.2778,28057.334,514384.44,3507.1667,1.560867
DEFEB14997,1998,,109891.22,167174.94,3507.1667,9352.4443,154315.33,0,1.4324154
DEFEB14617,1998,,409169.44,672206.94,10521.5,26888.277,520229.72,0,
DEFEB43076,1998,,690911.81,922384.81,9352.4443,38578.832,812493.63,1169.0555,.72365445
DEFEB49327,1998,,72481.445,102876.89,2338.1111,7014.3335,94693.5,0,2.2723801
DEFEB44046,1998,,158991.55,288756.72,3507.1667,12859.611,264206.56,1169.0555,1.0211444
DEFEB14872,1998,,389295.5,531920.25,8183.3887,17535.834,457100.72,0,.3260926
DEFEB42660,1998,,39747.887,114567.45,1169.0555,4676.2222,108722.16,0,1.6900133
DEFEB46313,1998,,149639.11,203415.67,3507.1667,11690.556,189387,1169.0555,1.3496774
DEFEB42716,1998,,218613.39,476974.66,8183.3887,25719.223,438395.84,1169.0555,1.5540161
DEFEB13904,1998,,364745.34,685066.56,14028.667,29226.389,635966.19,2338.1111,1.4616368
DEFEB14231,1998,,218613.39,301616.34,5845.2778,19873.943,257192.22,1169.0555,1.8236954
DEFEB13948,1998,,433719.59,653502.06,5845.2778,32733.555,558808.56,2338.1111,1.1327248
DEFEB43007,1998,,268882.78,708447.69,16366.777,21043,647656.75,1169.0555,.41225973
DEFEB47077,1998,,584527.75,849903.38,17535.834,37409.777,772745.69,1169.0555,1.3659041
DEFEB46248,1998,,300447.28,410338.5,7014.3335,21043,369421.56,1169.0555,.88164389
DEFEB13674,1998,,129765.16,230303.94,5845.2778,9352.4443,216275.28,0,1.4389668
DEFEB13116,1998,,720138.19,1607451.4,24550.166,113398.39,1439107.4,16366.777,.97265697
DEFEB13326,1998,,1487038.6,2400071,15197.722,92355.391,2083257,5845.2778,.83471853
DEFEB48783,1998,,31564.5,57283.723,0,3507.1667,53776.555,0,2.2734756
DEFEB14927,1998,,29226.389,51438.445,1169.0555,3507.1667,46762.223,0,1.0862662
DEFEB13997,1998,,1824895.8,2573091.3,25719.223,101707.84,2080918.9,4676.2222,1.1238093
DEFEB13000,1998,,392802.66,681559.38,15197.722,28057.334,625444.69,1169.0555,.83473098
DEFEB15472,1998,,899003.69,1381823.6,22212.055,59621.832,1142167.3,3507.1667,1.5555214
DEFEB42727,1998,,177696.44,298109.16,5845.2778,15197.722,279404.28,1169.0555,1.6078129
DEFEB13160,1998,,1123462.4,1814374.3,14028.667,70143.336,1660058.9,2338.1111,1.0481304
DEFEB13944,1998,,170682.11,268882.78,5845.2778,16366.777,245501.67,0,1.024058
DEFEB13561,1998,,288756.72,893158.44,4676.2222,64298.055,811324.56,7014.3335,.43251333
DEFEB46004,1998,,54945.609,85341.055,2338.1111,4676.2222,79495.773,0,
DEFEB14683,1998,,212768.11,339026.09,7014.3335,11690.556,307461.59,1169.0555,1.2307336
DEFEB14159,1998,,1038121.3,1817881.4,36240.723,72481.445,1489376.8,3507.1667,2.2734756
DEFEB13924,1998,,3235945.8,5452475,59621.832,226796.78,4751041.5,9352.4443,1.5929177
DEFEB13601,1998,,754040.81,1139829.1,15197.722,38578.832,945765.94,1169.0555,.85617417
DEFEB13413,1998,,3116702,5531971,35071.668,212768.11,4516061.5,11690.556,1.8528216
DEFEB43964,1998,,272389.94,397478.88,8183.3887,18704.889,317983.09,1169.0555,.92219001
DEFEB44123,1998,,97031.609,240825.44,10521.5,10521.5,226796.78,0,1.2275074
DEFEB49055,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,2.2734756
DEFEB15293,1998,,177696.44,259530.33,5845.2778,14028.667,231473,0,.81639862
DEFEB14671,1998,,279404.28,464115.06,9352.4443,19873.943,404493.22,1169.0555,1.0809709
DEFEB42933,1998,,231473,332011.78,5845.2778,17535.834,268882.78,1169.0555,1.3599966
DEFEB14010,1998,,389295.5,757548,16366.777,40916.945,648825.81,2338.1111,1.0332547
DEFEB13079,1998,,1038121.3,2432804.5,23381.111,256023.17,1895039,5845.2778,.83738655
DEFEB13784,1998,,270051.84,389295.5,7014.3335,12859.611,364745.34,1169.0555,1.1410556
DEFEB49145,1998,,87679.164,137948.55,3507.1667,7014.3335,128596.11,0,1.359037
DEFEB14011,1998,,1380654.6,2414099.8,25719.223,127427.05,2170936.3,5845.2778,1.4868455
DEFEB13813,1998,,335518.94,479312.78,7014.3335,26888.277,363576.28,2338.1111,1.256049
DEFEB44036,1998,,509708.22,1345582.9,12859.611,54945.609,1262580,3507.1667,1.6560048
DEFEB14104,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.65355182
DEFEB47001,1998,,116905.55,139117.61,2338.1111,5845.2778,119243.66,0,1.0266199
DEFEB13854,1998,,190556.05,243163.55,2338.1111,10521.5,215106.22,1169.0555,1.8985302
DEFEB46090,1998,,95862.555,140286.67,2338.1111,7014.3335,119243.66,0,1.2457002
DEFEB49041,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,1.5629328
DEFEB13411,1998,,671037.88,1047473.8,17535.834,43255.055,904849,2338.1111,1.4715253
DEFEB13476,1998,,2020128,3060587.5,53776.555,125088.95,2727406.5,9352.4443,1.8394434
DEFEB13554,1998,,305123.5,538934.63,5845.2778,11690.556,514384.44,0,.3260926
DEFEB13910,1998,,2155738.5,3404289.8,59621.832,162498.72,2757802,9352.4443,1.5633656
DEFEB14829,1998,,3235945.8,6179627.5,0,256023.17,4751041.5,15197.722,1.1429278
DEFEB15337,1998,,744688.38,1013571.2,12859.611,3507.1667,868608.25,0,
DEFEB13259,1998,,191725.11,274728.06,1169.0555,43255.055,225627.72,0,.36185163
DEFEB15406,1998,,133272.33,171851.17,2338.1111,9352.4443,160160.61,0,1.6800232
DEFEB41431,1998,,210430,307461.59,7014.3335,12859.611,272389.94,1169.0555,1.5530931
DEFEB13437,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,1.7054814
DEFEB13707,1998,,554132.31,925892,17535.834,36240.723,810155.5,2338.1111,1.3880453
DEFEB46307,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,
DEFEB13261,1998,,26888.277,1185422.4,0,59621.832,1018247.4,16366.777,.62863344
DEFEB13670,1998,,998373.44,1543153.4,25719.223,77157.664,1314018.4,3507.1667,1.4537075
DEFEB15045,1998,,132103.28,203415.67,3507.1667,8183.3887,184710.78,0,1.6536485
DEFEB13783,1998,,485158.06,787943.44,8183.3887,28057.334,715462,1169.0555,1.9043568
DEFEB14325,1998,,287587.66,419690.94,9352.4443,19873.943,324997.44,0,.3260926
DEFEB14588,1998,,377604.94,662854.5,12859.611,36240.723,591542.13,3507.1667,1.6990485
DEFEB13605,1998,,3235945.8,6179627.5,3507.1667,204584.72,2666615.8,15197.722,.68099648
DEFEB45674,1998,,84172,118074.61,4676.2222,8183.3887,98200.664,0,1.7014892
DEFEB43926,1998,,191725.11,515553.5,8183.3887,22212.055,489834.28,2338.1111,1.9584873
DEFEB49053,1998,,95862.555,156653.44,2338.1111,7014.3335,139117.61,0,.67304504
DEFEB46019,1998,,139117.61,195232.28,4676.2222,10521.5,174189.28,1169.0555,1.1924601
DEFEB14255,1998,,237318.28,422029.06,9352.4443,19873.943,393971.72,1169.0555,1.5321141
DEFEB14301,1998,,75988.609,125088.95,2338.1111,15197.722,107553.11,1169.0555,1.0741925
DEFEB46250,1998,,1093066.9,1489376.8,10521.5,70143.336,1309342.3,4676.2222,1.5907849
DEFEB42929,1998,,384619.28,556470.44,9352.4443,33902.609,503862.94,2338.1111,1.6021762
DEFEB43403,1998,,91186.336,231473,7014.3335,16366.777,212768.11,1169.0555,1.4280453
DEFEB14945,1998,,315645,486327.09,7014.3335,25719.223,454762.59,1169.0555,.7795859
DEFEB42957,1998,,196401.33,453593.56,9352.4443,28057.334,400986.06,2338.1111,1.008746
DEFEB13406,1998,,593880.19,962132.69,23381.111,59621.832,861593.94,2338.1111,1.1987499
DEFEB43110,1998,,113398.39,274728.06,5845.2778,10521.5,252516,1169.0555,1.9830192
DEFEB13172,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.3260926
DEFEB15061,1998,,35071.668,66636.164,0,4676.2222,60790.887,0,.98844522
DEFEB14931,1998,,181203.61,259530.33,2338.1111,12859.611,237318.28,1169.0555,1.5438995
DEFEB46604,1998,,432550.56,1345582.9,32733.555,61959.945,1222832.1,7014.3335,.77765602
DEFEB15445,1998,,279404.28,400986.06,2338.1111,14028.667,358900.06,1169.0555,1.9874245
DEFEB13921,1998,,1492883.9,2560231.8,59621.832,94693.5,2379028,4676.2222,1.2680525
DEFEB14190,1998,,240825.44,365914.38,7014.3335,14028.667,308630.66,1169.0555,.74720871
DEFEB44301,1998,,281742.38,365914.38,5845.2778,14028.667,332011.78,0,.3260926
DEFEB46001,1998,,28057.334,51438.445,1169.0555,3507.1667,45593.168,0,1.0366168
DEFEB15454,1998,,86510.109,129765.16,2338.1111,5845.2778,121581.77,0,1.1475022
DEFEB43004,1998,,127427.05,244332.61,5845.2778,10521.5,229134.89,1169.0555,1.892279
DEFEB43261,1998,,163667.78,272389.94,7014.3335,15197.722,241994.5,0,.42304772
DEFEB42918,1998,,412676.59,493341.44,1169.0555,36240.723,431381.5,0,.3260926
DEFEB42725,1998,,167174.94,259530.33,8183.3887,15197.722,241994.5,1169.0555,1.6311802
DEFEB43612,1998,,203415.67,282911.44,7014.3335,15197.722,234980.17,1169.0555,.8318851
DEFEB13767,1998,,1953491.9,3566788.5,43255.055,114567.45,2921469.8,3507.1667,.62504888
DEFEB13190,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.70601261
DEFEB46950,1998,,465284.09,676883.19,10521.5,32733.555,609077.94,2338.1111,1.5697509
DEFEB13718,1998,,611416.06,881467.88,9352.4443,38578.832,770407.63,3507.1667,1.2421314
DEFEB49065,1998,,109891.22,166005.89,3507.1667,8183.3887,155484.39,0,.5783112
DEFEB13932,1998,,469960.34,740012.19,11690.556,31564.5,666361.69,2338.1111,1.2687331
DEFEB15446,1998,,70143.336,341364.22,7014.3335,17535.834,322659.34,2338.1111,1.3680438
DEFEB47328,1998,,42086,60790.887,1169.0555,3507.1667,57283.723,0,2.2734756
DEFEB13840,1998,,324997.44,574006.25,9352.4443,33902.609,520229.72,2338.1111,1.4312533
DEFEB42714,1998,,211599.05,303954.44,7014.3335,14028.667,277066.16,0,.47716492
DEFEB46339,1998,,322659.34,522567.84,5845.2778,23381.111,491003.34,1169.0555,1.5215455
DEFEB44117,1998,,71312.391,194063.22,3507.1667,8183.3887,182372.67,0,.63205081
DEFEB42743,1998,,178865.5,384619.28,7014.3335,12859.611,355392.88,0,.63396257
DEFEB13441,1998,,828860.38,1317525.6,19873.943,50269.387,1155026.9,3507.1667,1.4501811
DEFEB14955,1998,,330842.72,503862.94,15197.722,26888.277,438395.84,1169.0555,1.4035407
DEFEB46154,1998,,79495.773,173020.22,3507.1667,8183.3887,163667.78,0,1.5250911
DEFEB42962,1998,,252516,372928.72,4676.2222,24550.166,317983.09,1169.0555,1.7229867
DEFEB13507,1998,,507370.09,721307.25,9352.4443,33902.609,668699.75,2338.1111,1.2049233
DEFEB15124,1998,,226796.78,378774,3507.1667,15197.722,333180.84,1169.0555,1.3207529
DEFEB48900,1998,,70143.336,100538.77,1169.0555,5845.2778,93524.445,0,2.2734756
DEFEB14183,1998,,393971.72,557639.5,10521.5,24550.166,486327.09,1169.0555,.88307178
DEFEB13262,1998,,646487.69,1013571.2,1169.0555,126258,863932.06,0,1.3990297
DEFEB14902,1998,,139117.61,208091.89,3507.1667,11690.556,190556.05,0,.91142672
DEFEB47446,1998,,67805.219,128596.11,2338.1111,4676.2222,109891.22,0,1.7582295
DEFEB15169,1998,,99369.719,254854.11,5845.2778,11690.556,240825.44,1169.0555,1.5946451
DEFEB13779,1998,,1589915.5,2389549.5,17535.834,114567.45,1954660.9,7014.3335,1.2847197
DEFEB13247,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.8706032
DEFEB43390,1998,,341364.22,1110602.8,25719.223,36240.723,1014740.2,2338.1111,.94720745
DEFEB13337,1998,,291094.84,489834.28,9352.4443,25719.223,433719.59,2338.1111,1.456151
DEFEB43013,1998,,425536.22,639473.38,10521.5,25719.223,578682.5,1169.0555,1.066348
DEFEB13339,1998,,585696.81,977330.44,18704.889,59621.832,856917.69,3507.1667,1.1375185
DEFEB43858,1998,,91186.336,465284.09,2338.1111,38578.832,406831.34,0,.3260926
DEFEB46347,1998,,146131.94,219782.44,7014.3335,5845.2778,204584.72,0,.61097747
DEFEB42774,1998,,173020.22,250177.89,8183.3887,11690.556,233811.11,0,1.2391661
DEFEB13285,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,8183.3887,.96721047
DEFEB45848,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,.6785652
DEFEB47384,1998,,59621.832,98200.664,2338.1111,5845.2778,91186.336,0,1.6849148
DEFEB17509,1998,,220951.5,346040.44,10521.5,15197.722,314475.94,0,1.5015589
DEFEB49377,1998,,79495.773,133272.33,2338.1111,9352.4443,106384.05,1169.0555,.91808057
DEFEB48915,1998,,417352.84,725983.5,12859.611,32733.555,609077.94,1169.0555,1.8748808
DEFEB13352,1998,,1871657.9,2617515.3,40916.945,156653.44,1868150.8,4676.2222,1.0709157
DEFEB43618,1998,,372928.72,558808.56,10521.5,24550.166,476974.66,1169.0555,1.8451787
DEFEB13776,1998,,162498.72,280573.34,2338.1111,10521.5,252516,1169.0555,1.5931586
DEFEB44041,1998,,225627.72,330842.72,5845.2778,15197.722,298109.16,1169.0555,1.1296636
DEFEB13328,1998,,3235945.8,6179627.5,18704.889,256023.17,4751041.5,16366.777,.70857394
DEFEB15465,1998,,26888.277,51438.445,0,3507.1667,46762.223,0,1.4464329
DEFEB47577,1998,,143793.83,202246.61,2338.1111,8183.3887,188217.94,1169.0555,1.1822864
DEFEB15179,1998,,133272.33,220951.5,4676.2222,10521.5,199908.5,1169.0555,1.4727232
DEFEB14227,1998,,177696.44,249008.83,4676.2222,11690.556,218613.39,1169.0555,1.0440049
DEFEB45812,1998,,49100.332,198739.44,5845.2778,9352.4443,182372.67,1169.0555,1.535223
DEFEB43360,1998,,68974.273,218613.39,3507.1667,9352.4443,196401.33,1169.0555,1.0567011
DEFEB14726,1998,,42086,78326.719,2338.1111,3507.1667,73650.5,0,
DEFEB15394,1998,,520229.72,1378316.5,33902.609,38578.832,1332723.4,3507.1667,1.7246047
DEFEB15352,1998,,340195.16,597387.38,7014.3335,29226.389,542441.75,1169.0555,.54898143
DEFEB44214,1998,,404493.22,762224.19,15197.722,25719.223,716631.06,2338.1111,1.3213693
DEFEB46976,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,2.2734756
DEFEB13511,1998,,820677,1336230.5,21043,70143.336,1246213.3,1169.0555,.39160916
DEFEB43938,1998,,361238.16,596218.31,12859.611,24550.166,522567.84,2338.1111,2.0590835
DEFEB49059,1998,,44424.109,75988.609,0,3507.1667,71312.391,0,.66583019
DEFEB48231,1998,,73650.5,108722.16,2338.1111,32733.555,68974.273,2338.1111,.98329455
DEFEB13931,1998,,1038121.3,1642523,30395.443,90017.273,1290637.4,4676.2222,1.5503697
DEFEB15007,1998,,272389.94,379943.06,7014.3335,21043,333180.84,1169.0555,.7913962
DEFEB13788,1998,,357731,557639.5,10521.5,21043,483989,2338.1111,.5365321
DEFEB14151,1998,,999542.5,2131188.3,42086,77157.664,1985056.4,5845.2778,2.2734756
DEFEB49142,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,2.2734756
DEFEB43871,1998,,264206.56,382281.16,8183.3887,18704.889,341364.22,1169.0555,1.1089805
DEFEB43661,1998,,402155.09,768069.5,17535.834,35071.668,618430.38,2338.1111,.43032566
DEFEB44030,1998,,314475.94,412676.59,5845.2778,22212.055,361238.16,2338.1111,1.3785189
DEFEB14546,1998,,335518.94,535427.44,11690.556,26888.277,454762.59,1169.0555,1.4932702
DEFEB13759,1998,,785605.31,1047473.8,17535.834,44424.109,823015.13,2338.1111,1.1701443
DEFEB45986,1998,,142624.78,282911.44,5845.2778,11690.556,261868.44,1169.0555,2.006788
DEFEB43264,1998,,324997.44,437226.78,5845.2778,19873.943,379943.06,0,.8771705
DEFEB47380,1998,,216275.28,341364.22,7014.3335,21043,312137.84,1169.0555,1.3863719
DEFEB49376,1998,,886144.13,1559520.1,25719.223,74819.555,1296482.6,2338.1111,1.3311805
DEFEB14021,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.3260926
DEFEB13087,1998,,1857629.3,3279200.8,59621.832,169513.05,2689996.8,16366.777,1.125321
DEFEB13817,1998,,436057.72,765731.38,15197.722,30395.443,706109.56,2338.1111,1.3115283
DEFEB15206,1998,,66636.164,101707.84,2338.1111,5845.2778,92355.391,0,.3260926
DEFEB42717,1998,,308630.66,505032,8183.3887,22212.055,472298.44,1169.0555,1.8503964
DEFEB14965,1998,,234980.17,340195.16,4676.2222,17535.834,306292.56,1169.0555,1.4983023
DEFEB13374,1998,,666361.69,938751.63,10521.5,47931.277,870946.38,2338.1111,1.7723078
DEFEB13178,1998,,66636.164,192894.17,5845.2778,14028.667,170682.11,0,.77673012
DEFEB13734,1998,,1128138.6,1617972.9,26888.277,88848.219,1361949.8,7014.3335,1.3628153
DEFEB43966,1998,,287587.66,519060.66,11690.556,26888.277,460607.88,0,.48000807
DEFEB47029,1998,,49100.332,66636.164,1169.0555,3507.1667,59621.832,0,1.4821385
DEFEB14878,1998,,191725.11,327335.56,5845.2778,15197.722,295771.06,1169.0555,2.1014733
DEFEB48645,1998,,413845.66,588034.94,8183.3887,30395.443,505032,1169.0555,1.3294364
DEFEB13143,1998,,1043966.6,1619141.9,23381.111,86510.109,1440276.4,5845.2778,2.0509009
DEFEB45929,1998,,56114.668,88848.219,1169.0555,4676.2222,79495.773,0,1.5466692
DEFEB13743,1998,,1450797.9,2547372,38578.832,104045.95,2115990.5,7014.3335,1.1752601
DEFEB42598,1998,,230303.94,309799.72,5845.2778,14028.667,266544.66,1169.0555,.88264787
DEFEB13491,1998,,1138660.1,1785147.9,32733.555,72481.445,1596929.9,2338.1111,1.0823932
DEFEB14015,1998,,808986.44,1128138.6,22212.055,58452.777,935244.44,3507.1667,1.5478398
DEFEB14564,1998,,211599.05,317983.09,7014.3335,16366.777,265375.59,1169.0555,.60610574
DEFEB13221,1998,,866270.19,1677594.8,22212.055,79495.773,1458981.4,10521.5,.78531581
DEFEB43361,1998,,403324.16,1006556.8,12859.611,31564.5,922384.81,1169.0555,.3260926
DEFEB13341,1998,,828860.38,1236860.8,22212.055,58452.777,1060333.4,4676.2222,1.3476559
DEFEB44217,1998,,197570.39,341364.22,5845.2778,19873.943,300447.28,1169.0555,1.1776868
DEFEB13573,1998,,26888.277,63129,0,19873.943,45593.168,0,.3260926
DEFEB15004,1998,,231473,351885.72,5845.2778,18704.889,316814.06,1169.0555,1.5399021
DEFEB13592,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,1.2479627
DEFEB45180,1998,,590373.06,1146843.5,28057.334,29226.389,1050980.9,2338.1111,1.3002331
DEFEB13652,1998,,258361.28,496848.59,9352.4443,28057.334,460607.88,1169.0555,.69591188
DEFEB13934,1998,,263037.5,374097.78,4676.2222,16366.777,333180.84,0,.80982369
DEFEB13223,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,1.0532974
DEFEB42715,1998,,423198.09,649994.88,11690.556,24550.166,547118,2338.1111,1.7784913
DEFEB13135,1998,,575175.31,989021,12859.611,30395.443,888482.19,1169.0555,1.2549345
DEFEB42707,1998,,120412.72,204584.72,4676.2222,8183.3887,187048.89,0,2.2734756
DEFEB14551,1998,,612585.13,950442.19,11690.556,49100.332,801972.13,2338.1111,1.6551235
DEFEB46003,1998,,26888.277,51438.445,0,3507.1667,45593.168,0,1.2688277
DEFEB13516,1998,,1098912.3,1446121.8,0,79495.773,1302327.9,3507.1667,1.340125
DEFEB48970,1998,,154315.33,210430,2338.1111,9352.4443,171851.17,0,.71931708
DEFEB14772,1998,,244332.61,531920.25,12859.611,38578.832,486327.09,3507.1667,1.1877866
DEFEB13728,1998,,831198.5,1520941.3,15197.722,57283.723,1267256.3,3507.1667,1.633256
DEFEB14714,1998,,182372.67,249008.83,4676.2222,11690.556,230303.94,1169.0555,1.2765329
DEFEB13101,1998,,3235945.8,6179627.5,9352.4443,256023.17,4751041.5,16366.777,.70939624
DEFEB46802,1998,,3235945.8,6179627.5,59621.832,256023.17,4751041.5,16366.777,.74670315
DEFEB47012,1998,,128596.11,167174.94,3507.1667,9352.4443,141455.72,0,.76613843
DEFEB15339,1998,,550625.19,853410.56,18704.889,53776.555,765731.38,3507.1667,1.2835159
DEFEB14859,1998,,195232.28,265375.59,3507.1667,11690.556,218613.39,0,1.0352386
DEFEB44151,1998,,679221.25,1040459.4,19873.943,57283.723,887313.19,3507.1667,1.6965768
